,expression,rating,tempo,avg_cent,std_cent,avg_rolloff,std_rolloff,avg_zcross,std_zcross,avg_flt,std_flt,avg_bw,avg_ctr,std_ctr,height,leaves,t-count,operators,2_powers,avg_operand,std_operand,r(>>),r(*),r(&),r(^),r(%),r(|),r(-),r(+),r(/),>>,*,&,^,%,|,-,+,/
808,(t>>7)&((t*(t|5))^(t&(t&6))),15,78.125,1512.440994,451.8563097,3182.985741,585.1190767999999,0.23880597,0.24023012800000001,0.007997596,0.017881742,1306.718245,29.81484267,7.604361656,4,3,5,7,0,6,1,0,0,1,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0
809,(t|0)*(((t|3)&5)/(t+(((t*-1)^5)^(t|3)))),0,117.1875,81.94717729,214.81552889999998,143.12366740000002,602.040467,0.00011556299999999999,0.000785821,0.00014407799999999998,0.001110103,310.2858738,30.08822986,23.94195397,6,6,5,10,1,2,2,0,1,0,0,0,0,0,0,0,0,1,1,2,0,3,1,1,1
810,((t>>7)&9)^((t&7)>>((t*6)|7)),0,117.1875,510.86235,76.20107477,1251.7573960000002,247.86388819999996,0.0007298189999999999,0.00024619999999999997,0.001769346,0.002421679,910.4360065999999,29.56094984,16.34110524,4,5,3,7,0,7,1,0,0,0,1,0,0,0,0,0,2,1,2,1,0,1,0,0,0
811,(t&8)|((((t>>11)%8)&12)+((t&8)&10)),10,58.59375,963.4634719000001,24.27325373,2499.0921510000003,3.11199746,0.124211879,0.0037020020000000002,0.000120035,0.00034262199999999995,1064.02152,67.17564086,36.12704426,5,6,3,8,3,9,1,0,0,0,0,0,1,0,0,0,1,0,4,0,1,1,0,1,0
812,(t>>7)&((t>>11)^((t*10)&(((t^10)|11)|11))),25,234.375,878.144626,199.04815259999998,2263.950893,522.4065881,0.018423507,0.018537339,0.0014016789999999999,0.002636779,1122.4014359999999,30.00618118,7.5505828610000005,6,6,4,9,0,10,1,0,0,1,0,0,0,0,0,0,2,1,2,2,0,2,0,0,0
813,(((t^6)*11)+8)>>((t|7)&9),15,40.76086957,1499.586616,91.55905949,3113.472814,87.51866961,0.097338711,0.002987987,0.004605695999999999,0.011042271000000001,1209.381277,58.63983022,16.60489873,4,5,2,6,1,8,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0
814,(((t*10)>>9)^6)&(((t>>7)*7)&(t*5)),35,133.9285714,811.4532038,171.9625188,2145.688966,362.8949066,0.009360633,0.012264974,0.0028362559999999997,0.0033096809999999996,1099.544283,21.60007925,6.12615619,4,6,3,8,0,7,1,0,0,1,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0
815,t&(((t|5)^((t>>5)>>7))&(((t&3)&4)|5)),15,117.1875,1144.490039,648.0698522999999,2917.610608,1454.644576,0.129742262,0.11951624599999999,0.000273695,0.00090747,1118.939608,37.07493566,33.96872613,5,6,4,9,1,4,1,0,0,1,0,0,0,0,0,0,2,0,4,1,0,2,0,0,0
816,((t&10)&8)&((t&12)*((t>>12)^((t>>10)&11))),40,58.59375,1053.261757,255.35986980000004,2477.961754,571.3907515999999,0.09350638,0.034923582,0.002953263,0.00153885,1017.8346310000001,21.15046506,16.01972798,5,6,4,9,1,10,1,0,0,1,0,0,0,0,0,0,2,1,5,1,0,0,0,0,0
817,((t+0)|(t>>5))>>((t>>((t>>4)&((t+1)|(t+1))))&3),30,58.59375,923.4539638,337.2265727,2224.163779,689.4434014999999,0.04675214900000001,0.050417714,0.02218454,0.033683673,1114.167377,21.25171226,6.211318614,6,6,6,11,3,2,1,1,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,3,0
818,t>>((t^0)>>((((t>>0)&(t^0))*(t|2))&(t+0))),0,58.59375,1154.740743,112.59116979999999,2667.302439,180.1029531,0.018118462,0.007722599,0.038546026000000004,0.02082267,1170.6055529999999,18.76765485,5.329312113,6,5,6,10,1,0,0,1,0,0,0,0,0,0,0,0,3,1,2,2,0,1,0,1,0
819,(((t&12)*(t^14))&11)+(t>>((t+10)&12)),10,117.1875,1383.907089,93.72620781,2961.170709,64.5709036,0.145017449,0.044666347,0.011790654,0.017109679,1133.113113,40.2630119,19.19831726,4,5,4,8,0,11,1,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,0,2,0
820,((t%6)&((((t^(t*2))&4)%2)^5))*((t>>(t%4))>>6),25,117.1875,1915.7943059999998,368.01753510000003,3619.602878,513.2802815,0.480201184,0.196122933,0.00210876,0.00284497,1335.246464,27.31867559,12.32777703,7,7,5,11,4,4,1,0,1,0,0,0,0,0,0,0,2,2,2,2,3,0,0,0,0
821,t>>(((t*4)>>(t&3))>>(((t|3)|4)&((t>>5)&(t>>3)))),25,117.1875,850.0116847999999,103.080435,2126.774054,211.6060114,0.01846307,0.010102836,0.013262002,0.00783062,1090.765216,24.66476816,21.05962895,5,6,6,11,2,3,0,1,0,0,0,0,0,0,0,0,5,1,3,0,0,2,0,0,0
822,(t>>8)&((t+((t&(t|6))>>6))|((((t*3)>>6)|7)*8)),15,117.1875,559.0696216,217.6844128,1323.210954,775.6745218,0.002372693,0.00257277,0.006545454,0.005742949000000001,921.0517553999999,18.49183355,7.43374051,6,7,5,11,2,6,1,0,0,1,0,0,0,0,0,0,3,2,2,0,0,3,0,1,0
823,(t&(t>>5))-((t>>(t&2))>>(t>>1)),20,58.59375,647.136677,102.40163659999999,1646.480211,266.91537009999996,0.003635561,0.00305505,0.002306083,0.002162784,983.7917308,23.98051965,6.806191827999999,4,3,5,7,2,2,2,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,1,0,0
824,(((t>>8)*6)%9)-((t&9)*8),0,104.16666670000001,2379.81638,5.276369715,3999.3836619999997,9.334803437,0.49831235799999996,0.01480801,1.63e-05,0.000207443,1588.468534,41.05421649,11.31412742,4,5,2,6,2,8,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,1,0,0
825,(((t*(t*9))>>(t*13))^14)|(t&(((t&9)|(t>>8))|8)),45,117.1875,518.3320494,209.4518399,1241.221349,642.6795335,0.003310734,0.0035736659999999996,0.000267818,0.0009125569999999999,885.6567941,60.21969277,31.51713913,5,6,6,11,2,10,2,0,0,0,0,0,1,0,0,0,2,3,2,1,0,3,0,0,0
826,(((t>>10)*(t&10))&6)&(t&((t|7)|4)),30,117.1875,1105.001723,187.0884513,2104.9690170000003,228.6489248,0.123623651,0.076852694,0.001178136,0.001244324,1007.997431,16.08155236,12.05707656,4,5,4,8,1,7,2,0,0,1,0,0,0,0,0,0,1,1,4,0,0,2,0,0,0
827,((t^4)>>(t&4))^(t>>((t%2)%7)),0,117.1875,2021.753923,105.8518131,3852.095549,45.61043671,0.498689241,0.014109415,0.023975697999999997,0.0033694709999999998,1439.13156,22.3426799,6.754089407,4,4,4,7,3,4,2,0,0,0,1,0,0,0,0,0,2,0,1,2,2,0,0,0,0
828,((t&(((t-8)>>(t&12))-(t|12)))&((t*9)>>9))&((t|8)|(t|9)),15,85.22727273,906.6646672,191.87896669999998,2282.057902,444.3585119,0.036572162000000005,0.035456545,0.00653944,0.0062996169999999995,1074.8664390000001,23.14620387,5.883749454,6,7,7,13,2,9,1,0,0,1,0,0,0,0,0,0,2,1,4,0,0,4,2,0,0
829,t|(((t^13)*((t>>11)*(t>>9)))*11),15,187.5,1666.423411,160.0349416,3249.883396,214.12570380000003,0.241628423,0.054978285,0.06732287299999999,0.013989436000000001,1259.425263,20.59949264,5.822611974,5,4,4,7,0,11,1,0,0,0,0,0,1,0,0,0,2,3,0,1,0,1,0,0,0
830,t&(((t>>4)&(((t^5)*(t*5))|3))+(t>>6)),0,58.59375,1488.430983,148.64824030000003,3002.9984010000003,97.69699766,0.13802430400000001,0.05233702,0.065110624,0.033698313,1224.733316,18.82613613,4.106135253,6,5,5,9,1,4,1,0,0,1,0,0,0,0,0,0,2,2,2,1,0,1,0,1,0
831,(((t*7)>>(t|12))+(t>>7))&(((t*(t|4))^(t^8))^(t&9)),30,234.375,1525.203457,466.21002450000003,3204.274387,683.74195,0.242304104,0.24375292899999998,0.005986795,0.014568083,1305.6445800000001,31.42462428,8.196731697,5,6,7,12,2,7,2,0,0,1,0,0,0,0,0,0,2,2,2,3,0,2,0,1,0
832,((t%13)&(t&7))&((t>>(t&(t&9)))*9),15,0.0,1655.962702,68.53497825,3327.97508,54.66706338,0.169994753,0.021905675,0.012843551000000002,0.003092922,1309.204796,23.86745248,4.81601377,5,4,5,8,0,9,2,0,0,1,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0
833,(t+10)|((t+((t>>11)&9))-(((t^(t-11))*10)>>9)),20,117.1875,1037.0335699999998,81.06366906,2514.05084,172.06767140000002,0.011973822,0.0023338879999999997,0.024762021000000002,0.01072289,1144.4422470000002,19.78545118,4.03797461,6,6,5,10,0,10,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,1,2,2,0
834,(t^(t^(((t&0)*5)^3)))^((t>>4)&((t*2)*3)),25,117.1875,1041.457928,128.31507620000002,2547.966085,170.4228955,0.022981493,0.014330661000000001,0.006648523000000001,0.004039492,1142.50217,22.76976931,4.6472538189999995,6,6,5,10,2,2,1,0,0,0,1,0,0,0,0,0,1,3,2,4,0,0,0,0,0
835,t|(((t>>2)>>(t&1))|(t&(t&(t*0)))),10,117.1875,1413.536633,242.4135581,3727.045576,327.7349377,0.251172291,0.008180725,0.010558408,0.00182426,1579.327781,17.66650163,4.925000836000001,5,3,6,8,2,1,1,0,0,0,0,0,1,0,0,0,2,1,3,0,0,2,0,0,0
836,(t>>(t^(t^5)))&((t-6)^(((t>>6)>>6)>>7)),5,58.59375,655.6693409,99.96233148,1673.307569,261.5696528,0.004045759,0.003257337,0.003084729,0.003486197,985.455395,23.47473218,6.36421551,5,5,5,9,0,6,0,0,0,1,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0
837,((t>>((t>>14)&(t>>14)))*(t&12))|(t&(t>>11)),25,117.1875,1160.304151,80.93667298,2646.305304,163.8579442,0.13321228699999998,0.0391098,0.004923149,0.007782575,1064.488166,38.13155308,21.90767509,5,4,6,9,0,12,1,0,0,0,0,0,1,0,0,0,4,1,3,0,0,1,0,0,0
838,((t|11)>>10)*(((t>>5)>>3)>>(t&7)),10,117.1875,1764.33833,328.3218058,3083.105677,477.688966,0.44387889,0.16323553300000002,0.009795901999999999,0.005383648,1198.9077550000002,19.21635007,9.520244675,4,5,3,7,0,7,3,0,1,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0
839,(t|9)-(((((t>>8)*4)%12)|(t*6))/10),0,62.5,1045.0893039999999,101.5288623,2743.46182,274.57648860000006,0.013412638000000001,0.001166954,0.025325512999999997,0.006686261,1199.5912210000001,17.23776786,5.918495585,6,6,3,8,2,8,2,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,1,0,1
840,(((t>>3)|((t|2)^4))>>(t%4))|((t^4)+(t^2)),30,117.1875,1467.854032,142.3529811,3320.970482,287.115066,0.17435701,0.047188442000000004,0.011386786999999999,0.005670211999999999,1365.951875,19.84020365,5.17429912,5,6,5,10,5,3,0,0,0,0,0,0,1,0,0,0,2,0,0,3,1,3,0,1,0
841,((t>>3)&6)^(t&(t>>5)),20,58.59375,642.7377461,95.1489158,1629.106143,254.8409386,0.0036230679999999997,0.003065879,0.0022496820000000002,0.0020928039999999998,982.4050053999999,24.09037853,6.537265973999999,3,3,3,5,0,4,1,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0
842,(t>>(t&(t>>12)))^((t>>10)&(t&((t*9)>>10))),35,187.5,1323.096966,277.690664,2905.8752,559.966612,0.192745119,0.13776608199999998,0.019894211000000002,0.01746604,1212.751554,25.60948678,7.019522447000001,5,4,6,9,0,10,1,0,0,0,1,0,0,0,0,0,4,1,3,1,0,0,0,0,0
843,((((t*6)%5)-((t^(t*6))*3))>>7)|(t^((t>>6)|8)),5,156.25,721.6701722999999,89.53399344,1875.424773,237.9048182,0.006276861,0.002616212,0.009851772,0.006486621,1029.963981,16.36860889,4.344515195,6,7,5,11,1,5,1,0,0,0,0,0,1,0,0,0,2,3,0,2,1,2,1,0,0
844,(((t^8)>>6)>>7)^(t>>(((t>>6)|9)&((t%7)*8))),10,117.1875,1752.4091829999998,94.95875781,3412.480011,23.0151877,0.350337112,0.088670082,0.022546805,0.013076443,1284.739566,20.36350569,6.200726803999999,5,7,4,10,2,7,1,0,0,0,1,0,0,0,0,0,4,1,1,2,1,1,0,0,0
845,((t>>9)&(t^3))*((((t%7)>>7)+6)*(t>>3)),20,117.1875,1782.983021,63.78168167,3468.200293,172.67957230000002,0.355294884,0.017306751999999998,0.238715768,0.113082901,1286.163086,17.84993891,3.4747476089999996,5,6,4,9,0,5,2,0,1,0,0,0,0,0,0,0,3,2,1,1,1,0,0,1,0
846,(t*8)>>(((t>>8)%7)|(((t>>7)|(t>>9))&((t&8)%10))),20,133.9285714,972.5161499,73.91592235,2394.389659,131.997736,0.052788512999999995,0.014543608000000001,0.028405724,0.009955569000000001,1071.973311,19.28931085,3.38260239,5,7,5,11,3,8,1,1,0,0,0,0,0,0,0,0,4,1,2,0,2,2,0,0,0
847,t>>((t*((t>>5)&(t*(t^5))))^((t&5)>>6)),15,117.1875,1237.94813,283.5540524,2878.989539,417.0086099,0.021405251,0.019708111,0.0069414659999999994,0.0063165009999999995,1245.924856,17.95199983,8.019386382999999,6,4,6,9,0,5,0,1,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0
848,(t*((t>>9)*5))&((t>>5)|((((t&(t>>7))>>11)|((t|6)-4))&6)),35,58.59375,1591.156778,454.79605769999995,3057.152852,450.0256448,0.246343617,0.278083373,0.023947927999999997,0.024505801,1218.784946,22.9271776,6.347749972999999,7,8,6,13,1,6,2,0,0,1,0,0,0,0,0,0,4,2,3,0,0,3,1,0,0
849,(t&8)&(((t*10)&(((t*6)+(t&9))>>((t*8)>>(t^5))))>>(t&(t&10))),5,58.59375,1297.961405,79.53549196,2468.0753600000003,37.00655076,0.11540199400000001,0.021496696000000003,0.014054605,0.004496648,1041.567701,21.82656562,5.724512002999999,6,7,8,14,2,8,1,0,0,1,0,0,0,0,0,0,3,3,6,1,0,0,0,1,0
850,(t+9)&((t>>(t&(t>>8)))>>((((t*8)|(t^(t>>12)))^(t&9))&8)),30,93.75,1059.120101,329.22773739999997,2950.276519,856.6029258,0.032534731000000004,0.04342922900000001,0.0033428940000000003,0.004347145,1353.4207310000002,19.23399428,7.731102661,7,6,8,13,3,9,1,0,0,1,0,0,0,0,0,0,4,1,4,2,0,1,0,1,0
851,(((t*8)^8)>>9)&(((t-10)^9)*((t*9)-9)),25,312.5,1481.855873,396.51894369999997,3102.4703489999997,411.9140307,0.220403285,0.20793755600000002,0.006587821999999999,0.012409613,1225.529639,28.68441871,8.476210529,4,7,3,9,2,8,0,0,0,1,0,0,0,0,0,0,1,3,1,2,0,0,2,0,0
852,t>>(t&(((t>>4)*2)*(t-(t>>3)))),0,58.59375,1178.248402,197.6528364,2911.305637,271.24147880000004,0.011050356,0.007966026,0.004450938,0.003595885,1292.520825,16.90278449,9.358924428,5,3,5,7,2,3,1,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0
853,(t>>6)&((t>>6)^(t|((t>>7)>>((t&7)>>2)))),35,72.11538462,740.2719754999999,219.4704586,1899.4702829999999,705.6680981000001,0.031929846,0.050295075,0.000986915,0.001510575,992.8696555,25.75429821,6.744129405,6,5,5,9,1,5,2,0,0,1,0,0,0,0,0,0,5,0,2,1,0,1,0,0,0
854,(((t*(t|(t+10)))&12)*13)-(((t*10)>>8)|((t*10)&(t>>8))),30,72.11538462,1781.387599,126.5594262,3322.119869,149.6597299,0.351742612,0.029723873999999997,0.055151965,0.043523014000000006,1189.221226,23.03233601,5.363349842,6,7,6,12,2,10,1,0,0,0,0,0,0,1,0,0,2,4,2,0,0,2,1,1,0
855,((t&(t>>10))-(t&6))^(((t%7)&10)&(t^7)),60,58.59375,1140.0535830000001,259.42710209999996,2309.376666,400.0807479,0.086742279,0.07705005200000001,0.004807405,0.0056128919999999995,1014.325886,27.72964543,9.465480759,4,5,5,9,0,8,1,0,0,0,1,0,0,0,0,0,1,0,4,2,1,0,1,0,0
856,((t&4)^(t-(t|7)))|((t>>7)|(((t>>(t&8))>>7)&(t*(t^6)))),10,117.1875,1032.359435,377.91927089999996,2549.790112,842.0438368999999,0.129742262,0.11951624599999999,9.88e-05,0.000489828,1308.299648,28.25857639,14.16978722,6,6,8,13,2,6,1,0,0,0,0,0,1,0,0,0,3,1,3,2,0,3,1,0,0
857,(t*(t&8))>>(((t*7)%6)|8),10,58.59375,1310.001075,180.43124980000002,2809.218417,346.7120253,0.28522704600000004,0.090611947,0.00101142,0.0027387509999999998,1210.8886619999998,38.40110092,13.75120132,4,4,3,6,2,7,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0
858,(t>>(t&7))&(((t^4)|(t&3))>>((t>>7)&9)),10,117.1875,1413.327873,166.0379767,2991.679438,152.2602317,0.16807702600000002,0.09273251,0.019011373,0.009635206,1263.066031,19.91518935,5.633936864,4,5,5,9,1,6,2,0,0,1,0,0,0,0,0,0,3,0,4,1,0,1,0,0,0
859,((t&((t*2)^(t^4)))|(((t^-2)+((t|1)^0))^((t>>3)|0)))&(t|4),0,234.375,2017.659803,92.06512759,3933.552106,13.78290836,0.252983825,0.008031963,0.011336148,0.003043873,1657.7603060000001,25.50861215,5.927065459,6,8,7,14,5,2,1,0,0,1,0,0,0,0,0,0,1,1,2,4,0,4,1,1,0
860,(t*10)/(((((t>>(t&(t*8)))*(t&5))&(t^(t>>7)))&9)^7),0,58.59375,1198.226167,167.62893019999999,2851.5625,310.0511854,0.025866412999999998,0.020363153999999998,0.029821781000000002,0.025884107000000003,1219.9593289999998,20.10648008,7.075649744,8,6,7,12,1,7,1,0,0,0,0,0,0,0,0,1,2,3,4,2,0,0,0,0,1
861,((t|12)&((t&7)>>(t&(t>>8))))|(((t*(t&10))>>10)>>11),55,117.1875,1000.2270470000001,180.881032,2465.3184969999998,380.8823886,0.021771722,0.021626132000000003,0.0026444570000000002,0.001748566,1168.682118,22.26914226,6.767425814,5,6,6,11,1,9,1,0,0,0,0,0,1,0,0,0,4,1,4,0,0,2,0,0,0
862,((t>>(t&(t&3)))>>6)&((t*5)^(t>>6)),35,72.11538462,1549.5060529999998,200.57798190000003,3183.1523190000003,383.9566506,0.265905059,0.11559781300000001,0.007504243000000001,0.009230186999999999,1285.926099,27.63375666,6.814050615,5,4,5,8,0,5,1,0,0,1,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0
863,(t&(t>>6))^(((t|(t|(t>>4)))&(t>>4))|(t*5)),70,117.1875,1003.045658,95.51487471,2415.869869,172.8085749,0.019317822,0.009957526999999999,0.018781638,0.008577943000000001,1115.208155,20.27294327,3.6422305319999997,6,4,7,10,2,4,0,0,0,0,1,0,0,0,0,0,3,1,2,1,0,3,0,0,0
864,((t>>10)>>(t&10))-(((t>>10)>>(t&13))|(t>>7)),20,117.1875,1334.3368169999999,425.6258598,2681.386594,652.589637,0.16884120100000002,0.104823574,0.003336468,0.007759101,1141.551674,28.79720073,11.87134291,4,5,5,9,0,10,2,0,0,0,0,0,0,1,0,0,5,0,2,0,0,1,1,0,0
865,t>>(((((t^5)*(t*5))&(t&5))>>5)|((t*4)&7)),0,117.1875,1955.6911059999998,84.99827578,3963.352878,10.37217532,0.49869028200000004,0.014091035,0.004309829,0.00654422,1693.5143890000002,44.81541569,24.42293874,6,6,5,10,1,5,0,1,0,0,0,0,0,0,0,0,2,3,3,1,0,1,0,0,0
866,((((((t*13)>>11)*(t>>13))*(t^12))+10)&11)|((t>>(t*11))&10),40,29.296875,1853.365198,489.93521430000004,3265.1835690000003,867.9274991000001,0.462692814,0.125421089,0.058740299,0.03274183,1162.8374509999999,20.54663416,10.56680154,7,8,5,12,0,11,1,0,0,0,0,0,1,0,0,0,3,4,2,1,0,1,0,1,0
867,((t-(t&5))^(t|(t+(t&11))))^((t-7)>>(t&(t>>7))),20,117.1875,1038.175541,171.2050278,2515.799907,360.5931208,0.045964028,0.042681654000000006,0.016809503,0.015192868,1153.5760779999998,18.72382784,4.981967308,5,4,8,11,0,7,2,0,0,0,1,0,0,0,0,0,2,0,3,2,0,1,2,1,0
868,(t>>8)^(((t>>6)-(t&8))>>(((t>>(((t>>6)%9)^3))>>6)%(t|8))),0,117.1875,584.6943259,154.7706233,1438.2579289999999,470.229491,0.0024195429999999997,0.003137162,0.00300726,0.003703536,937.9715982999999,24.05389252,6.219526957,8,8,6,13,3,6,1,0,0,0,1,0,0,0,0,0,6,0,1,2,2,1,1,0,0
869,(((t&9)>>9)>>11)^(((t&(t>>(t+10)))|10)^((t%10)&((t>>9)^14))),35,117.1875,1458.957025,169.98008280000002,2927.080557,239.426323,0.237335921,0.075724237,0.003532146,0.0030424640000000004,1167.4655710000002,21.32178788,10.21205456,6,8,6,13,0,10,1,0,0,0,1,0,0,0,0,0,4,0,3,3,1,1,0,1,0
870,((t>>6)^9)&(((t>>9)>>9)^(t^(t^(t*9)))),30,234.375,1149.2551210000001,251.09331290000003,2740.305171,305.424841,0.033961054,0.032050274,0.003112841,0.004285899,1192.130285,28.40786478,7.561108063,5,5,5,9,0,8,1,0,0,1,0,0,0,0,0,0,3,1,1,4,0,0,0,0,0
871,t&(((t&9)^6)-((t>>7)|((t*8)^(t*8)))),30,117.1875,815.2238357000001,223.54439590000004,2200.101612,639.6301957999999,0.014508928999999999,0.024000505,0.0018705339999999999,0.003239662,1154.1558400000001,29.32031409,5.464394055,5,5,5,9,2,7,1,0,0,1,0,0,0,0,0,0,1,2,2,2,0,1,1,0,0
872,(t>>5)&((t*2)>>((t>>2)&3)),5,58.59375,961.7069823999999,163.9835493,2340.89319,387.3863002,0.06171292,0.051833175999999995,0.017734064,0.015015157,1049.2529650000001,19.62244986,5.52546993,4,4,3,6,2,3,1,0,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0
873,(t|1)&(((t>>1)-((t|2)+0))>>(t&2)),0,117.1875,1259.010023,41.48095145,2317.872135,46.54622769,0.130206598,0.004673148,0.016849371000000002,0.004148963,1148.473595,19.82336157,5.806290261,5,5,4,8,4,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,2,1,1,0
874,((((t*6)>>6)|8)>>9)+((t*(t&9))%7),0,85.22727273,1149.327434,403.2354342,2955.290512,459.13875650000006,0.060912305,0.158599681,1.63e-05,6.78e-05,1330.278693,47.13731605,14.16836405,5,6,3,8,1,7,1,0,0,0,0,0,0,0,1,0,2,2,1,0,1,1,0,1,0
875,(t>>(t&7))&(((t>>6)>>((t&6)&6))|(t*10)),5,40.76086957,1698.2892550000001,99.81768814,3168.060368,105.0102415,0.375982809,0.087109245,0.060715877,0.016319137,1218.215655,21.96736443,3.1818018969999997,5,5,5,9,0,7,1,0,0,1,0,0,0,0,0,0,3,1,4,0,0,1,0,0,0
876,(t^11)>>(((t|8)^(t%(t|6)))*((t+5)&(t>>9))),15,58.59375,1220.748666,127.4347134,2796.316964,277.68868169999996,0.077556553,0.019014696,0.013259823,0.007492318,1175.880668,25.06281131,5.48770314,5,5,6,10,1,7,2,1,0,0,0,0,0,0,0,0,2,1,1,2,1,2,0,1,0
877,((t>>(t&3))+4)^(((t>>3)>>((t>>(t*7))&6))>>((t&3)>>3)),0,117.1875,2011.185663,180.00388030000002,3806.353278,179.6859349,0.49854765,0.015135923999999999,0.044852487999999996,0.008337882,1287.602494,16.18148119,5.732288736,6,7,6,12,1,4,1,0,0,0,1,0,0,0,0,0,6,1,3,1,0,0,0,1,0
878,(t>>(t>>(t+4)))^((t&7)*(t|(t>>5))),25,58.59375,1834.2222789999998,117.82366709999998,3293.701692,158.5909444,0.427838486,0.081050694,0.17609007699999998,0.034741916,1231.166682,17.78680949,3.268458129,4,3,6,8,1,5,1,0,0,0,1,0,0,0,0,0,3,1,1,1,0,1,0,1,0
879,((t&(t+3))+(((t&(t^3))&7)*6))>>(t&5),5,58.59375,1656.2125019999999,118.04935649999999,3410.0563030000003,215.5278026,0.496913105,0.155162461,0.020868484,0.011775918,1384.0012960000001,21.75763544,9.059421229,6,5,5,9,0,4,1,1,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,2,0
880,(t|8)&(((t>>8)&((t%9)-9))*9),15,66.96428571,1176.878052,212.5811835,2743.661714,349.4550913,0.051953541,0.042626772,0.015416343999999998,0.009791511999999999,1196.5825029999999,21.37547796,4.643247575,5,5,3,7,2,8,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0
881,(((t>>4)>>5)&5)|(((t&(t&6))+7)&(((t>>3)&(t*5))*5)),15,117.1875,1792.982987,47.12059864,3273.029384,42.14881484,0.40527552,0.012031508,0.0068826830000000006,0.006840898000000001,1211.403022,42.13107302,29.89755177,5,8,5,12,1,5,1,0,0,0,0,0,1,0,0,0,3,2,5,0,0,1,0,1,0
882,(t&4)+((t|((t&5)|(t>>1)))>>3),10,117.1875,1085.968359,75.35805822,2874.042178,165.2772732,0.081058852,0.003099497,0.016613133000000002,0.004305819000000001,1058.454332,20.41660383,5.930488972000001,5,4,4,7,2,3,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,2,0,1,0
883,(t&(((t>>9)&11)%10))&(((t*6)^10)%(t|4)),45,58.59375,1223.594734,335.30965130000004,2988.164646,147.1441291,0.09275053300000001,0.087756158,0.002303672,0.003019783,1356.178382,28.02901368,18.61688942,5,6,4,9,1,8,2,0,0,1,0,0,0,0,0,0,1,1,3,1,2,1,0,0,0
884,(t-3)&(((t*((t&(t>>(t^4)))>>(t*2)))>>5)|(t>>7)),25,312.5,605.4833455,157.9142675,1510.036314,482.1541212,0.0038333720000000003,0.0037579090000000002,0.0010021000000000001,0.002132484,956.3516209,26.63788308,8.43009158,8,5,7,11,2,4,1,0,0,1,0,0,0,0,0,0,4,2,2,1,0,1,1,0,0
885,(t|4)*((t-(t>>5))>>3),10,234.375,1988.36955,178.57080390000002,3420.8838619999997,144.4825973,0.498740255,0.018676975,0.527400792,0.030162482999999997,1161.1275050000002,13.24540909,2.53440359,4,3,3,5,1,4,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0
886,((t*5)&(t>>7))/(((t-(t*4))|5)^(t^(t*5))),25,117.1875,1558.444808,178.16002230000004,3196.761727,160.2515413,0.065137135,0.05677043,0.030555147999999997,0.016015166,1295.858816,18.506149399999998,6.241532552000001,5,5,6,10,1,5,1,0,0,0,0,0,0,0,0,1,1,3,1,2,0,1,1,0,1
887,(((t^3)+(t*3))*6)&(((t*2)>>6)^7),20,58.59375,1184.021132,229.3476827,2525.553038,234.55001069999997,0.092508995,0.07773052400000001,0.0024739989999999997,0.002735763,1112.4167710000002,26.95088841,8.858973921,4,6,3,8,1,4,2,0,0,1,0,0,0,0,0,0,1,3,1,2,0,0,0,1,0
888,((t|8)*9)&((t>>(((t>>9)|(t&9))%5))>>9),25,93.75,1324.394808,376.256093,3100.0466420000002,772.1106669,0.09137001900000001,0.074947158,0.010737288999999999,0.009826835,1320.456984,23.12836946,6.608520037000001,6,6,4,9,1,8,1,0,0,1,0,0,0,0,0,0,3,1,2,0,1,2,0,0,0
889,((((t&5)+(t*7))>>5)^((t&7)&((t&5)*3)))-(t>>6),5,93.75,1181.218568,129.1664533,2912.48834,241.27044790000002,0.016649453999999998,0.003691024,0.034092788,0.011053531,1242.606641,12.96012487,4.292242473,5,7,5,11,0,5,1,0,0,0,0,0,0,1,0,0,2,2,4,1,0,0,1,1,0
